id,screen,project_id,assay_barcode,src_well_position,assay_well_position,src_barcode,compound_name,pert_dose,prc_id,pool_id,pert_plate,replicate
642f4b2c-3c50-11ee-b91e-123e1a3c8ba9,MTS023,PEDDEP01,SCW0173145,E07,I02,LC00009757,Tofacitinib,10,PRC-004203918-331-39,P104,PMTS064,X3
642f5bc1-3c50-11ee-b91e-123e1a3c8ba9,MTS023,PEDDEP01,SCW0173119,E07,I02,LC00009757,Tofacitinib,10,PRC-004203918-331-39,P956,PMTS064,X3
642f8127-3c50-11ee-b91e-123e1a3c8ba9,MTS023,PEDDEP01,SCW0172509,E07,I02,LC00009757,Tofacitinib,10,PRC-004203918-331-39,P112,PMTS064,X3
642f90e1-3c50-11ee-b91e-123e1a3c8ba9,MTS023,PEDDEP01,SCW0173113,E07,I02,LC00009757,Tofacitinib,10,PRC-004203918-331-39,P125,PMTS064,X3
642fa43b-3c50-11ee-b91e-123e1a3c8ba9,MTS023,PEDDEP01,SCW0172910,E07,H06,LC00009757,Tofacitinib,10,PRC-004203918-331-39,P109,PMTS064,X1
642fb4a2-3c50-11ee-b91e-123e1a3c8ba9,MTS023,PEDDEP01,SCW0173111,E07,I02,LC00009757,Tofacitinib,10,PRC-004203918-331-39,P951,PMTS064,X3
642fcd95-3c50-11ee-b91e-123e1a3c8ba9,MTS023,PEDDEP01,SCW0172921,E07,H06,LC00009757,Tofacitinib,10,PRC-004203918-331-39,P111,PMTS064,X1
642fdead-3c50-11ee-b91e-123e1a3c8ba9,MTS023,PEDDEP01,SCW0172908,E07,H06,LC00009757,Tofacitinib,10,PRC-004203918-331-39,P108,PMTS064,X1
642feeff-3c50-11ee-b91e-123e1a3c8ba9,MTS023,PEDDEP01,SCW0173149,E07,I02,LC00009757,Tofacitinib,10,PRC-004203918-331-39,P110,PMTS064,X3
6430021b-3c50-11ee-b91e-123e1a3c8ba9,MTS023,PEDDEP01,SCW0172929,E07,H06,LC00009757,Tofacitinib,10,PRC-004203918-331-39,P107,PMTS064,X1
643039c1-3c50-11ee-b91e-123e1a3c8ba9,MTS023,PEDDEP01,SCW0173132,E07,I02,LC00009757,Tofacitinib,10,PRC-004203918-331-39,P114,PMTS064,X3
64304976-3c50-11ee-b91e-123e1a3c8ba9,MTS023,PEDDEP01,SCW0172914,E07,H06,LC00009757,Tofacitinib,10,PRC-004203918-331-39,P115,PMTS064,X1
6430630a-3c50-11ee-b91e-123e1a3c8ba9,MTS023,PEDDEP01,SCW0173115,E07,I02,LC00009757,Tofacitinib,10,PRC-004203918-331-39,P955,PMTS064,X3
64308da5-3c50-11ee-b91e-123e1a3c8ba9,MTS023,ONC002B,SCW0172355,M11,B20,LC00009755,GSK3484862,10,PRC-003465060-210-01,P116,PMTS063,X1
6430a7c4-3c50-11ee-b91e-123e1a3c8ba9,MTS023,ONC002B,SCW0172381,M11,B20,LC00009755,GSK3484862,10,PRC-003465060-210-01,P950,PMTS063,X1
6430ccc9-3c50-11ee-b91e-123e1a3c8ba9,MTS023,ONC002B,SCW0172385,M11,B20,LC00009755,GSK3484862,10,PRC-003465060-210-01,P951,PMTS063,X1
6430e34f-3c50-11ee-b91e-123e1a3c8ba9,MTS023,ONC002B,SCW0172326,M11,B20,LC00009755,GSK3484862,10,PRC-003465060-210-01,P115,PMTS063,X1
6430f631-3c50-11ee-b91e-123e1a3c8ba9,MTS023,ONC002B,SCW0172351,M11,B20,LC00009755,GSK3484862,10,PRC-003465060-210-01,P111,PMTS063,X1
643109a2-3c50-11ee-b91e-123e1a3c8ba9,MTS023,ONC002B,SCW0172389,M11,B20,LC00009755,GSK3484862,10,PRC-003465060-210-01,P947,PMTS063,X1
64312317-3c50-11ee-b91e-123e1a3c8ba9,MTS023,ONC002B,SCW0172392,M11,B20,LC00009755,GSK3484862,10,PRC-003465060-210-01,P103,PMTS063,X1
643136f4-3c50-11ee-b91e-123e1a3c8ba9,MTS023,ONC002B,SCW0172359,M11,B20,LC00009755,GSK3484862,10,PRC-003465060-210-01,P120,PMTS063,X1
64315644-3c50-11ee-b91e-123e1a3c8ba9,MTS023,ONC002B,SCW0172394,M11,B20,LC00009755,GSK3484862,10,PRC-003465060-210-01,P105,PMTS063,X1
64316604-3c50-11ee-b91e-123e1a3c8ba9,MTS023,ONC002B,SCW0172400,M11,B20,LC00009755,GSK3484862,10,PRC-003465060-210-01,P109,PMTS063,X1
6431822f-3c50-11ee-b91e-123e1a3c8ba9,MTS023,ONC002B,SCW0172396,M11,B20,LC00009755,GSK3484862,10,PRC-003465060-210-01,P107,PMTS063,X1
64319596-3c50-11ee-b91e-123e1a3c8ba9,MTS023,ONC002B,SCW0172357,M11,B20,LC00009755,GSK3484862,10,PRC-003465060-210-01,P118,PMTS063,X1
6431a5ef-3c50-11ee-b91e-123e1a3c8ba9,MTS023,ONC002B,SCW0172353,M11,B20,LC00009755,GSK3484862,10,PRC-003465060-210-01,P113,PMTS063,X1
6431b922-3c50-11ee-b91e-123e1a3c8ba9,MTS023,ONC002B,SCW0172387,M11,B20,LC00009755,GSK3484862,10,PRC-003465060-210-01,P125,PMTS063,X1
6431cccf-3c50-11ee-b91e-123e1a3c8ba9,MTS023,ONC002B,SCW0172328,M11,B20,LC00009755,GSK3484862,10,PRC-003465060-210-01,NULL,PMTS063,NULL
6431e03c-3c50-11ee-b91e-123e1a3c8ba9,MTS023,ONC002B,SCW0172330,M11,B20,LC00009755,GSK3484862,10,PRC-003465060-210-01,P122,PMTS063,X1
6431f31e-3c50-11ee-b91e-123e1a3c8ba9,MTS023,ONC002B,SCW0172502,M11,B20,LC00009755,GSK3484862,10,PRC-003465060-210-01,P956,PMTS063,X1
643209b5-3c50-11ee-b91e-123e1a3c8ba9,MTS023,ONC002B,SCW0172505,M11,B20,LC00009755,GSK3484862,10,PRC-003465060-210-01,P955,PMTS063,X1
64321c92-3c50-11ee-b91e-123e1a3c8ba9,MTS023,ONC002B,SCW0172383,M11,B20,LC00009755,GSK3484862,10,PRC-003465060-210-01,P949,PMTS063,X1
64322cdf-3c50-11ee-b91e-123e1a3c8ba9,MTS023,ONC002B,SCW0172398,M11,B20,LC00009755,GSK3484862,10,PRC-003465060-210-01,P108,PMTS063,X1
643245f7-3c50-11ee-b91e-123e1a3c8ba9,MTS023,ONC002B,SCW0172324,M11,B20,LC00009755,GSK3484862,10,PRC-003465060-210-01,P126,PMTS063,X1
64325b21-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172524,E11,O02,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P953,PMTS063,X2
643273cb-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172352,E11,G19,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P114,PMTS063,X1
64328b56-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172537,E11,O02,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P115,PMTS063,X2
64329d4d-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172329,E11,G19,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P124,PMTS063,X1
6432b0a7-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172356,E11,G19,LC00009756,BPTF-A2,20,PRC-003417450-284-40,NULL,PMTS063,NULL
6432c1f5-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172528,E11,O02,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P945,PMTS063,X2
6432d24b-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172533,E11,O02,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P107,PMTS063,X2
6432e930-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172541,E11,O02,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P948,PMTS063,X2
6432f96f-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172511,E11,O02,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P119,PMTS063,X2
643317bb-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172316,E11,E17,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P951,PMTS063,X3
64332b48-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172390,E11,G19,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P946,PMTS063,X1
64333fb4-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172522,E11,O02,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P952,PMTS063,X2
64334ff7-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172545,E11,O02,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P121,PMTS063,X2
64336049-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172520,E11,O02,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P103,PMTS063,X2
64337093-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172516,E11,O02,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P111,PMTS063,X2
643380e9-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172512,E11,O02,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P108,PMTS063,X2
64339425-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172549,E11,O02,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P944,PMTS063,X2
6433a4ce-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172530,E11,O02,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P946,PMTS063,X2
6433bde4-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172547,E11,O02,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P124,PMTS063,X2
6433d13b-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172535,E11,O02,LC00009756,BPTF-A2,20,PRC-003417450-284-40,NULL,PMTS063,NULL
6433e185-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172514,E11,O02,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P109,PMTS063,X2
6433f785-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172518,E11,O02,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P113,PMTS063,X2
64340c9c-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172325,E11,G19,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P954,PMTS063,X1
64342a35-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172543,E11,O02,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P954,PMTS063,X2
64343ad8-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172526,E11,O02,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P123,PMTS063,X2
64344cd9-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172386,E11,G19,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P123,PMTS063,X1
64345e29-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172360,E11,G19,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P119,PMTS063,X1
64346f94-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172539,E11,O02,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P117,PMTS063,X2
64348937-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172531,E11,O02,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P105,PMTS063,X2
64349813-3c50-11ee-b91e-123e1a3c8ba9,MTS023,MTS023_JUN_QI,SCW0172397,E11,G19,LC00009756,BPTF-A2,20,PRC-003417450-284-40,P106,PMTS063,X1
6434a80c-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_ABBVIE,SCW0172431,A01,A09,LC00009905,AbbVie-B33,10,PRC-007046865-229-03,P103,PCPS019,X2
6434c73d-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_ABBVIE,SCW0172404,A01,A09,LC00009905,AbbVie-B33,10,PRC-007046865-229-03,P112,PCPS019,X2
6434f92a-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_ABBVIE,SCW0172403,A01,A09,LC00009905,AbbVie-B33,10,PRC-007046865-229-03,P113,PCPS019,X2
64351ebb-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_ABBVIE,SCW0172402,A01,A09,LC00009905,AbbVie-B33,10,PRC-007046865-229-03,P114,PCPS019,X2
64354ffe-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_ABBVIE,SCW0172405,A01,A09,LC00009905,AbbVie-B33,10,PRC-007046865-229-03,P111,PCPS019,X2
6435798f-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_ABBVIE,SCW0172950,A01,A09,LC00009905,AbbVie-B33,10,PRC-007046865-229-03,NULL,PCPS019,NULL
64359903-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_ABBVIE,SCW0172433,A01,A09,LC00009905,AbbVie-B33,10,PRC-007046865-229-03,P101,PCPS019,X2
64362cb1-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_IDEAYA,SCW0172708,B08,A13,LC00009907,IDC-20980,3.333,PRC-009662679-175-98,P126,PCPS019,X1
64362cfb-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_IDEAYA,SCW0172708,B08,A13,LC00009907,IDE397,0.25,PRC-008869806-342-05,P126,PCPS019,X1
6436426c-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_ABBVIE,SCW0172708,B03,E02,LC00009907,Abbvie-B55,3.333,PRC-002537178-860-54,P126,PCPS019,X1
643655d9-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_ABBVIE,SCW0172708,B05,E03,LC00009907,Abbvie-B17,0.3333,PRC-009456043-391-12,P126,PCPS019,X1
64366adf-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_ABBVIE,SCW0172708,B06,J09,LC00009907,Abbvie-B13,0.3,PRC-007911117-663-95,P126,PCPS019,X1
64366b10-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_ABBVIE,SCW0172708,B06,J09,LC00009907,Abbvie-B17,0.3333,PRC-009456043-391-12,P126,PCPS019,X1
64367f7a-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_REVMED,SCW0172708,B10,N22,LC00009907,BR1,0.003,PRC-009318679-893-67,P126,PCPS019,X1
64367faa-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_REVMED,SCW0172708,B10,N22,LC00009907,BR5,1,PRC-002647482-366-03,P126,PCPS019,X1
6436936e-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_DMC_IDEAYA,SCW0172708,B07,N23,LC00009907,IDC-20980,3.333,PRC-009662679-175-98,P126,PCPS019,X1
6436a6eb-3c50-11ee-b91e-123e1a3c8ba9,CPS009,CPS009_REVMED,SCW0172708,B09,O10,LC00009907,BR5,1,PRC-002647482-366-03,P126,PCPS019,X1
